particle_id,in-halo,den_contrast for 12.4,den_contrast for 13.0,den_contrast for 13.6
6772544,1,-0.05236914443505315,-0.04581858308061861,-0.039031651220284076
10621969,1,-0.043184171732318616,-0.04020013439576612,-0.03633634210564159
12799342,1,-0.050296147123672155,-0.045721713275707385,-0.039031651220284076
13571780,1,-0.05358105055555291,-0.04623373938738119,-0.039031651220284076
5313071,1,-0.033185946238196026,-0.03431875338329722,-0.03280705842189458
8018307,0,-0.05330996629175689,-0.046206062300263605,-0.039031651220284076
6200213,0,-0.05042371618898784,-0.04433785891983237,-0.03843940841034024
3827788,0,-0.04532095357635756,-0.04281561912836986,-0.03825810959096967
5408096,1,-0.045017977046232574,-0.04363209319833613,-0.038221849827095554
4602235,0,-0.05316645109327667,-0.04623373938738119,-0.039031651220284076
12523350,0,-0.045831229837620516,-0.04224823884246111,-0.03739996184594892
9923709,0,-0.04799990394798844,-0.04574939036282486,-0.039031651220284076
11679481,1,-0.0459109605034429,-0.043382999414278624,-0.038221849827095554
6167246,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
5102233,0,-0.04189253494599648,-0.03787525907789604,-0.033846504986285796
6863465,0,-0.014688431767410937,-0.01620409986489332,-0.018871222506277006
12880282,1,-0.0336164918336367,-0.036920399572342284,-0.035284808953292376
3552147,0,-0.045863122103949494,-0.04318925980445607,-0.03814933029934733
7190892,0,-0.036917341398681996,-0.03917608217241851,-0.037206576438620347
10665381,1,-0.05182697590746123,-0.04619222375670492,-0.039031651220284076
11619541,0,-0.04398147839054202,-0.04303703582530989,-0.03843940841034024
8084855,0,-0.045974745036100745,-0.04356290048054238,-0.03889869875274562
14105476,0,-0.026903169771394862,-0.03372369601027099,-0.03497055766638335
11142797,1,-0.045305007443193025,-0.04437937455050864,-0.03871739993337505
3827166,0,-0.03057078039922299,-0.032879544853187254,-0.033435560995712536
8084797,1,-0.04316822559915408,-0.04360441611121865,-0.03898330486845196
10911092,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
3213941,0,-0.044236616521173604,-0.04260804097498863,-0.03862070722971082
12654733,1,-0.026408839643296343,-0.023095694557150923,-0.024539832258596673
5573447,0,-0.0520821140380927,-0.04617838521314613,-0.039031651220284076
13056050,0,-0.04069657495866127,-0.03968810828409232,-0.03729118255432669
3974801,1,-0.05388402708567779,-0.04623373938738119,-0.039031651220284076
10114128,0,-0.053086720427454284,-0.04613686958246986,-0.039031651220284076
4821863,1,-0.04375823252623952,-0.043756640090364826,-0.038366888882592015
4918749,0,-0.040967659222457285,-0.03986800935035607,-0.0376054338412356
2431049,1,-0.045687714639140294,-0.04377047863392362,-0.03878991946112328
14042671,0,-0.015134923496016155,-0.024147423867615894,-0.031054503167979083
4056538,1,-0.03835249338348425,-0.039328306151564796,-0.036529727512970275
3853277,0,-0.049451002065955235,-0.04483604648794738,-0.038669053581542934
12217795,0,-0.05383618868618439,-0.04623373938738119,-0.039031651220284076
3864139,1,-0.027780207095440757,-0.03095598729852096,-0.029894190724007414
10447398,1,-0.05141237644518499,-0.04587393725485367,-0.03882617922499739
13968989,0,-0.051747245241638845,-0.04598464560332369,-0.039031651220284076
13464700,1,-0.04570366077230483,-0.04157015020808234,-0.03679563244804708
8763896,1,-0.04369444799358157,-0.042774103497693595,-0.03889869875274562
6460253,0,-0.05402754228415802,-0.04623373938738119,-0.039031651220284076
3726709,0,-0.052337252168724285,-0.04563868201435485,-0.03897121828049385
4095126,1,-0.05197049110594146,-0.04623373938738119,-0.039031651220284076
14305358,1,-0.03693328753184643,-0.03716949335639979,-0.03568366635590764
6596903,0,-0.02226284502053413,-0.03043012264328847,-0.03348390734754476
10181788,0,-0.0427376800037134,-0.043161582717338595,-0.03888661216478762
8776793,1,-0.05251265963353338,-0.04586009871129488,-0.039031651220284076
6924689,1,-0.028258591090374843,-0.03279651359183471,-0.032178555848076634
9881547,0,-0.040967659222457285,-0.03935598323868227,-0.03657807386480239
4564600,0,-0.04284930293586476,-0.042981681651074834,-0.038366888882592015
13057512,0,-0.05262428256568474,-0.04623373938738119,-0.039031651220284076
7916740,1,-0.05319834335960564,-0.04605383832111743,-0.039031651220284076
4059892,1,-0.050439662322152384,-0.04511281735912236,-0.039007478044367966
9641348,1,-0.048573964741909344,-0.04599848414688237,-0.039031651220284076
14318129,1,-0.05064696205329045,-0.04533423405606239,-0.039031651220284076
9604527,1,-0.04900451033735002,-0.04471149959591857,-0.03865696699358493
3472783,0,-0.05321428949277007,-0.04598464560332369,-0.039031651220284076
5715431,1,-0.03600841180830713,-0.040241650026442276,-0.03713405691087212
7254621,0,-0.052337252168724285,-0.04594312997264741,-0.039031651220284076
4084887,1,-0.04173307361435182,-0.043687447372571075,-0.03882617922499739
6240658,1,-0.019121456787133603,-0.02775928373644966,-0.03180387162137749
11580697,0,-0.047553412219383334,-0.04335532232716115,-0.038475668174214356
5163333,1,-0.0490842410031724,-0.04569403618858991,-0.039031651220284076
13710739,1,-0.05401159615099359,-0.04623373938738119,-0.039031651220284076
8693633,1,-0.05222562923657293,-0.04599848414688237,-0.03888661216478762
13671089,0,-0.0526083364325202,-0.045611004927237374,-0.03871739993337505
14454050,0,-0.048542072475580476,-0.0435352233934249,-0.03846358158625635
12463555,0,-0.053788350286690975,-0.046206062300263605,-0.039031651220284076
3011149,1,-0.04677205169432425,-0.04415795785356861,-0.03882617922499739
7145322,1,-0.05131669964619817,-0.04444856726830239,-0.03817350347526344
7001671,0,-0.0311926795926373,-0.029765872552468493,-0.030220528598874447
11432622,0,-0.04865369540773173,-0.0449329162928586,-0.038838265812955505
2249745,1,0.005276126954505163,-0.00935402080331199,-0.013661903096362723
12700995,1,-0.05364483508821075,-0.04615070812602865,-0.039031651220284076
5812817,1,-0.05391591935200677,-0.04623373938738119,-0.039031651220284076
7781038,1,-0.034828397954136454,-0.03604857132814107,-0.033447647583670644
5723392,1,-0.044029316790035425,-0.040850545943027304,-0.036807719036005083
5421792,1,-0.042370918940930674,-0.03769535801163228,-0.033350954880006306
7230704,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
9759438,1,-0.04190848107916102,-0.043895025525952314,-0.03846358158625635
5903490,0,-0.04745773542039652,-0.04428250474559742,-0.039031651220284076
5674613,1,-0.041143066687266486,-0.03925911343377105,-0.03591331152711033
13440256,0,-0.05281563616365837,-0.046219900843822395,-0.039031651220284076
9517170,0,-0.04771287355102799,-0.0433968379578373,-0.03779881924856418
8187303,0,-0.028210752690881434,-0.03542583686799725,-0.03538150165695661
5429096,1,-0.05102966924923772,-0.04591545288552983,-0.038947045104577846
11859014,1,-0.03010834253745334,-0.030402445556170995,-0.027368093840777503
7793565,0,-0.05228941376923088,-0.04605383832111743,-0.039007478044367966
9873046,0,-0.03922953070753003,-0.03888547275768485,-0.0361066969344389
12161815,0,-0.03761897125791858,-0.03827657684109982,-0.03662642021663451
13015619,1,-0.05179508364113226,-0.04563868201435485,-0.03889869875274562
3484282,1,-0.05200238337227043,-0.04617838521314613,-0.039031651220284076
2421884,1,-0.05405943455048699,-0.04623373938738119,-0.039031651220284076
11175288,0,-0.03964413016980628,-0.04262187951854731,-0.03837897547055001
8693165,1,-0.03918169230803663,-0.0416255043823173,-0.03842732182238224
9393148,0,-0.04972208632975115,-0.04591545288552983,-0.039031651220284076
3087264,0,-0.05032803939000102,-0.04545878094809109,-0.039031651220284076
13753033,0,-0.05123696898037579,-0.04581858308061861,-0.038802006049081385
12944677,1,-0.05028020099050762,-0.044476244355419865,-0.03863279381766882
13421595,0,-0.05254455189986235,-0.04619222375670492,-0.039031651220284076
7776764,1,-0.01712819014157488,-0.026873616948689658,-0.030546866473741476
14228493,0,-0.05252860576669792,-0.04619222375670492,-0.039031651220284076
13682755,0,-0.04940316366646183,-0.04584626016773609,-0.039031651220284076
5617483,1,-0.03085781079618344,-0.02861727343709219,-0.026219867984763945
6588002,0,-0.04080819789081262,-0.04087822303014478,-0.03770212654489995
3103046,0,-0.04299281813434498,-0.04256652534431236,-0.03872948652133316
2392983,1,-0.05404348841732256,-0.04623373938738119,-0.039031651220284076
12019240,1,-0.0063804963887222925,-0.020244954584048354,-0.028165808646008022
2763234,1,-0.044236616521173604,-0.0426495566056649,-0.03899539145640996
9214668,1,-0.036869502999188584,-0.04190227525349238,-0.03782299242448029
5298768,1,-0.039213584574365606,-0.03776455072942602,-0.03718240326270434
6151550,0,-0.05252860576669792,-0.04619222375670492,-0.039031651220284076
9898829,0,-0.0404892752275232,-0.04253884825719488,-0.038644880405626816
5577625,0,-0.033313515303511815,-0.03476158677717728,-0.035006817430257464
4029444,1,-0.04949884046544865,-0.04566635910147243,-0.03874157310929116
6943442,0,-0.0494828943322841,-0.04527887988182733,-0.03891078534070373
3024330,1,-0.02109877729952789,-0.02730261179901092,-0.031344581278972
4317740,1,-0.0471866511566005,-0.045292718425386125,-0.038838265812955505
9902401,0,-0.04774476581735697,-0.044794530857271114,-0.0386086206417527
7124802,1,-0.050902100183921925,-0.04475301522659485,-0.03796803147997675
7404410,0,-0.046851782360146636,-0.0449329162928586,-0.03898330486845196
9915729,0,-0.04760125061887674,-0.046012322690441164,-0.039031651220284076
9115601,0,-0.041749019747516256,-0.0426495566056649,-0.03804055100772498
12536697,1,-0.050662908186454886,-0.04536191114317987,-0.03893495851661974
9012807,0,-0.046500967430528346,-0.044476244355419865,-0.038838265812955505
6220466,1,-0.0374914021926029,-0.04121034807555482,-0.038246023003011664
4031972,0,-0.05249671350036895,-0.04606767686467612,-0.039031651220284076
8690954,1,-0.049451002065955235,-0.04603999977755864,-0.039031651220284076
10082636,0,-0.039452776571832646,-0.04100276992217359,-0.03823393641505356
8705672,0,-0.04355093279510134,-0.04255268680075357,-0.03807681077159909
13523766,0,-0.04576744530496268,-0.04246965553940114,-0.038451494998298245
7113315,0,-0.022023653023067195,-0.029309200615029753,-0.03176761185750337
12954569,0,-0.05134859191252714,-0.04616454666958734,-0.039031651220284076
6855414,0,-0.014576808835259686,-0.017491084415857006,-0.020551258232444282
7043519,1,-0.030666457198209807,-0.025379054244344626,-0.021675310912541726
4943035,0,-0.04576744530496268,-0.04300935873819231,-0.03718240326270434
8602415,0,-0.053931865485171204,-0.04623373938738119,-0.039031651220284076
4384445,1,-0.02883265188429574,-0.033709857466712304,-0.037218663026578454
5716179,0,-0.05236914443505315,-0.046109192495352384,-0.039031651220284076
7129629,1,-0.023793673804323203,-0.031551044671547186,-0.035176029661670036
12508122,1,-0.04702718982495584,-0.043659770285453606,-0.0383427157066759
10676053,1,-0.048892887405198766,-0.04482220794438859,-0.03878991946112328
13420789,0,-0.042195511476121474,-0.04371512445968866,-0.0388503524009135
14222007,1,-0.03565759687868883,-0.03799980596992484,-0.034209102625026945
4900929,0,-0.05246482123403997,-0.046109192495352384,-0.039031651220284076
8803273,0,-0.027700476429618374,-0.034083498142798506,-0.034209102625026945
3847842,0,-0.03897439257689856,-0.04013094167797237,-0.03567157976794953
2159346,0,-0.052161844703915085,-0.04592929142908862,-0.039031651220284076
8324753,1,-0.033536761167814316,-0.04255268680075357,-0.03874157310929116
12142826,1,-0.04616609863407448,-0.04444856726830239,-0.03868114016950094
11734277,1,-0.05319834335960564,-0.04606767686467612,-0.039031651220284076
13535343,1,-0.052448875100875536,-0.046206062300263605,-0.039031651220284076
4121476,0,-0.03411082196173522,-0.031122049821225926,-0.029036042978986775
8702644,0,-0.011355689936036776,-0.015678235209660725,-0.02138523280154881
9832964,1,-0.045225276777370746,-0.04574939036282486,-0.03876574628520727
5348324,0,-0.049419109799626264,-0.0449329162928586,-0.03871739993337505
2315878,1,-0.054075380683651426,-0.04623373938738119,-0.039031651220284076
9353790,1,-0.05112534604822454,-0.04615070812602865,-0.039031651220284076
4371691,1,-0.04383796319206179,-0.0425111711700773,-0.03717031667474623
14254672,0,-0.05128480737986919,-0.044794530857271114,-0.03776255948469007
9140098,1,-0.03023591160276913,-0.027786960823567138,-0.02808120253030179
11962095,1,-0.053230235625934506,-0.04602616123399984,-0.039031651220284076
7773128,1,-0.04745773542039652,-0.044074926592216075,-0.038838265812955505
5802832,0,-0.025292610321783406,-0.026416945011250914,-0.02798450982663745
12710787,1,-0.022135275955218445,-0.02672139296954348,-0.028443800169042938
10533392,1,-0.024798280193684887,-0.02167032457059953,-0.01941511896438862
12629903,1,-0.0374914021926029,-0.03927295197732984,-0.03767795336898384
3021572,0,-0.044587431450791894,-0.04281561912836986,-0.03731535573024269
8714873,1,-0.023713943138501035,-0.032270648936602225,-0.03223898878786686
9856245,0,-0.05179508364113226,-0.04615070812602865,-0.039031651220284076
2161451,0,-0.04010656803157593,-0.03750161840180983,-0.0326015864266079
13181610,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
9881094,0,-0.050232362591014205,-0.045901614341971146,-0.039031651220284076
13412354,0,-0.04830288047811343,-0.045611004927237374,-0.039031651220284076
2663967,1,-0.044093101322693375,-0.04255268680075357,-0.037919685128144635
10417195,1,-0.05155589164366521,-0.046109192495352384,-0.039031651220284076
11076597,0,-0.050615069786961474,-0.04605383832111743,-0.039031651220284076
4581544,0,-0.045655822372811426,-0.042787942041252386,-0.03704945079516588
10841083,1,-0.04072846722499024,-0.04071216050743981,-0.03754500090144538
8536917,0,-0.028736975085308925,-0.036214633850846036,-0.036529727512970275
8229902,0,-0.032579993177946145,-0.03188316971695723,-0.03255324007477578
12119125,0,-0.04935532526696842,-0.04525120279470985,-0.03842732182238224
10039828,0,-0.053230235625934506,-0.04603999977755864,-0.039031651220284076
5870916,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
14259801,0,-0.03444569075818908,-0.04018629585220732,-0.03748456796165526
4847110,1,-0.04937127140013285,-0.045901614341971146,-0.039031651220284076
6943809,0,-0.05405943455048699,-0.04623373938738119,-0.039031651220284076
6182649,0,-0.05094993858341534,-0.04576322890638366,-0.039031651220284076
6326861,1,-0.014465185903108437,-0.01901332420731962,-0.022485112305730248
7416281,1,-0.05141237644518499,-0.04559716638367858,-0.039031651220284076
5966584,1,-0.029087790014927326,-0.02483935104555335,-0.026775851030833773
8755127,0,-0.052719959364671554,-0.04617838521314613,-0.039031651220284076
3290104,1,-0.03328162303718284,-0.03454017008023725,-0.034680479555390435
4503215,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
2575271,0,-0.05045560845531682,-0.045126655902681154,-0.03874157310929116
2251340,1,-0.05224157536973747,-0.045707874732148594,-0.03895913169253585
8323669,1,-0.054075380683651426,-0.04623373938738119,-0.039031651220284076
8571451,0,-0.04815936527963321,-0.04270491077989985,-0.03807681077159909
3823631,1,-0.04745773542039652,-0.044407051637626115,-0.03888661216478762
13436244,1,-0.05345348149023712,-0.04623373938738119,-0.039031651220284076
13052358,1,-0.011148390204898708,-0.015553688317632135,-0.020986375398933655
11171040,0,-0.04495419251357473,-0.04465614542168362,-0.038693226757459044
9115731,0,-0.04165334294852944,-0.04241430136516608,-0.038246023003011664
10148951,0,-0.05106156151556669,-0.046109192495352384,-0.039031651220284076
3107103,1,-0.04900451033735002,-0.04486372357506486,-0.03895913169253585
3340364,1,-0.053931865485171204,-0.04623373938738119,-0.039031651220284076
14264087,1,-0.05189076044011907,-0.046123031038911175,-0.039031651220284076
10961672,0,-0.053549158289223936,-0.046219900843822395,-0.039031651220284076
5651333,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
2451402,1,-0.04750557381988992,-0.045417265317414926,-0.039031651220284076
2835648,1,-0.05342158922390814,-0.046012322690441164,-0.038922871928661736
14072957,1,-0.046277721566225734,-0.04246965553940114,-0.03785925218835441
3286443,0,-0.0005920500500197565,-0.018003110527530918,-0.030317221302538788
4889647,0,-0.05374051188719757,-0.046219900843822395,-0.039031651220284076
12388609,0,-0.0348921824867943,-0.035384321237320986,-0.033677292754873335
2295631,0,-0.05388402708567779,-0.04623373938738119,-0.039031651220284076
7457505,0,-0.05160373004315862,-0.04543110386097361,-0.03897121828049385
12254213,1,-0.0531823972264411,-0.046219900843822395,-0.039031651220284076
9078134,1,-0.051045615382402154,-0.046206062300263605,-0.039031651220284076
6626767,1,-0.03648679580324121,-0.036712821418961046,-0.035478194360620954
3875433,1,-0.052416982834546565,-0.04563868201435485,-0.03897121828049385
7735533,0,-0.05316645109327667,-0.04616454666958734,-0.039031651220284076
13964026,0,-0.03184647105238059,-0.03146801341019476,-0.030558953061699586
3448140,1,-0.046819890093817665,-0.04388118698239363,-0.038669053581542934
4015995,0,-0.04865369540773173,-0.04591545288552983,-0.039031651220284076
8514085,0,-0.051109399915060104,-0.045901614341971146,-0.03895913169253585
6665695,0,-0.05362888895504632,-0.04623373938738119,-0.039031651220284076
6337387,1,-0.03895844644373413,-0.03898234256259607,-0.03527272236533427
8590826,1,-0.031272410258459685,-0.03834576955889357,-0.03685606538783731
10713153,1,-0.034971913152616683,-0.03180013845560469,-0.03129623492713988
7255440,1,-0.05369267348770416,-0.046219900843822395,-0.039031651220284076
10629835,1,-0.051189130580882376,-0.046219900843822395,-0.039031651220284076
7277990,1,-0.05405943455048699,-0.04623373938738119,-0.039031651220284076
3845270,0,-0.045368791975850975,-0.043687447372571075,-0.039007478044367966
5983512,0,-0.019823086646370405,-0.026735231513102167,-0.03304879018105539
9542372,0,-0.04511365384521939,-0.04170853564366983,-0.03738787525799092
4080593,1,-0.036247603805774166,-0.03591018589255358,-0.03452335391193597
10801668,0,-0.05388402708567779,-0.04619222375670492,-0.039031651220284076
10126243,1,-0.03710869499665563,-0.04170853564366983,-0.037593347253277606
6417395,1,-0.046564751963186185,-0.042677233692782375,-0.03767795336898384
9581341,1,-0.040537113627016605,-0.03930062906444732,-0.035925398115068334
12451078,1,-0.05267212096517815,-0.04581858308061861,-0.03898330486845196
2444579,0,-0.0526083364325202,-0.045790905993501135,-0.039031651220284076
9307142,1,-0.04839855727710025,-0.04428250474559742,-0.038838265812955505
2921683,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
5633015,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
4134007,0,-0.049881547661395916,-0.044088765135774866,-0.03801637783180887
12743556,0,-0.051109399915060104,-0.04525120279470985,-0.03891078534070373
13141454,0,-0.044874461847752345,-0.04396421824374606,-0.03888661216478762
6677106,0,-0.05338969695757927,-0.04623373938738119,-0.039031651220284076
6989439,0,-0.05232130603555975,-0.04603999977755864,-0.039031651220284076
4356627,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
11573235,0,-0.02565937138456624,-0.032256810393043546,-0.03298835724126516
6880284,1,-0.037236264061971315,-0.042275915929578585,-0.038838265812955505
11896583,1,-0.047106920490778116,-0.0440472495050986,-0.03874157310929116
12511859,1,-0.035609758479195425,-0.042165207581108574,-0.03878991946112328
2465159,1,-0.05404348841732256,-0.04623373938738119,-0.039031651220284076
7533441,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
11080749,0,-0.03900628484322754,-0.04107196263996733,-0.03812515712343121
3009174,0,-0.05102966924923772,-0.04545878094809109,-0.039031651220284076
11757566,0,-0.02797156069341439,-0.02897707556961971,-0.028818484395742087
3293823,0,-0.052416982834546565,-0.046123031038911175,-0.03901956463232607
12396309,1,-0.05085426178442852,-0.0455833278401199,-0.03870531334541705
2262521,1,-0.011658666466161876,-0.023967522801352135,-0.029737065080552953
7480818,0,-0.04544852264167325,-0.042179046124667365,-0.03848775476217236
11409816,1,-0.04972208632975115,-0.045901614341971146,-0.039031651220284076
3606595,1,-0.05402754228415802,-0.04623373938738119,-0.039031651220284076
12401286,1,-0.04509770771205496,-0.0435352233934249,-0.03837897547055001
12659692,0,-0.05206616790492827,-0.0459569685162061,-0.039031651220284076
2305289,0,-0.05126886124670476,-0.045707874732148594,-0.03882617922499739
8614723,0,-0.05214589857075066,-0.04597080705976489,-0.039031651220284076
2156823,0,-0.04940316366646183,-0.04566635910147243,-0.039031651220284076
9767127,1,-0.05106156151556669,-0.045209687164033584,-0.03871739993337505
5868715,0,-0.050615069786961474,-0.04476685377015364,-0.03888661216478762
3803358,1,-0.05273590549783599,-0.046206062300263605,-0.039031651220284076
7181900,1,-0.05401159615099359,-0.04623373938738119,-0.039031651220284076
5423878,0,-0.039277369107023445,-0.03757081111960358,-0.03332678170409019
14252896,1,-0.0433117407976343,-0.04115499390131987,-0.03764169360510972
10427615,0,-0.02830642948986825,-0.03784758199077856,-0.037218663026578454
12276706,0,-0.048749372206718544,-0.04252500971363609,-0.036952758091501545
8441028,0,-0.054075380683651426,-0.04623373938738119,-0.039031651220284076
12891363,1,-0.05008884739253398,-0.044988270467093666,-0.038802006049081385
11876220,0,-0.048047742347481846,-0.04313390563022112,-0.03752082772552937
4148467,1,-0.04729827408875175,-0.04451775998609613,-0.038838265812955505
6436875,1,-0.04677205169432425,-0.04403341096153991,-0.03842732182238224
3728830,0,-0.05109345378189556,-0.045624843470796164,-0.03898330486845196
6474474,1,-0.03551408168020861,-0.035716446282731025,-0.03574409929569776
8512067,1,-0.049881547661395916,-0.04577706744994234,-0.039031651220284076
2170009,0,-0.03390352223059715,-0.03722484753063474,-0.03448709414806186
10278575,1,-0.042897141335358165,-0.04141792622893606,-0.03638468845747382
10419001,0,-0.05169940684214544,-0.04623373938738119,-0.039031651220284076
9250359,1,-0.04906829487000797,-0.045403426773856136,-0.039031651220284076
8824358,1,-0.046532859696857214,-0.04437937455050864,-0.038922871928661736
4277903,1,-0.05292725909580962,-0.04616454666958734,-0.039031651220284076
10369364,0,-0.05193859883961248,-0.046095353951793594,-0.039031651220284076
6624063,0,-0.04119090508675989,-0.04172237418722862,-0.03835480229463401
2222260,0,-0.05153994551050078,-0.046095353951793594,-0.039031651220284076
10345330,1,-0.053995650017829154,-0.04623373938738119,-0.039031651220284076
5309782,1,-0.05071074658594829,-0.04515433298979863,-0.03882617922499739
2166038,1,-0.05404348841732256,-0.04623373938738119,-0.039031651220284076
2743426,0,-0.05205022177176384,-0.045804744537059926,-0.039031651220284076
5563174,1,-0.053676727354539724,-0.046095353951793594,-0.03898330486845196
4140196,0,-0.05112534604822454,-0.0453203955125036,-0.03887452557682962
13724501,0,-0.05004100899304057,-0.04619222375670492,-0.039031651220284076
11631163,0,-0.05059912365379704,-0.045417265317414926,-0.038947045104577846
6406795,0,-0.053549158289223936,-0.04615070812602865,-0.03893495851661974
3361495,0,-0.05362888895504632,-0.046206062300263605,-0.039031651220284076
10167922,0,-0.020492824239278125,-0.025489762592814748,-0.028310847701504483
6199291,0,-0.05345348149023712,-0.04623373938738119,-0.039031651220284076
6686125,1,-0.04841450341026468,-0.044185634940686086,-0.038922871928661736
5391171,1,-0.04865369540773173,-0.043908864069511104,-0.03812515712343121
5299537,0,-0.041988211744983295,-0.04483604648794738,-0.03898330486845196
6589034,1,-0.02057255490510051,-0.02656916899039709,-0.027887817122973217
11491252,1,-0.03479650568780748,-0.036422212004227274,-0.03345973417162865
7679211,0,-0.04453959305129849,-0.04256652534431236,-0.03828228276688578
6079618,0,-0.05342158922390814,-0.04623373938738119,-0.039031651220284076
9471115,1,-0.0427376800037134,-0.04335532232716115,-0.03863279381766882
8344751,0,-0.03457325982350487,-0.03840112373312852,-0.037665866781025834
8308072,1,-0.04581528370445608,-0.044074926592216075,-0.038922871928661736
9768197,0,-0.047234489556093905,-0.04536191114317987,-0.039031651220284076
8532808,1,-0.05039182392265897,-0.04606767686467612,-0.039031651220284076
4826274,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
10603251,1,-0.038814931245253904,-0.03754313403248599,-0.03538150165695661
3050234,0,-0.05291131296264519,-0.045721713275707385,-0.03895913169253585
5633033,1,-0.05356510442238837,-0.046219900843822395,-0.039031651220284076
2683510,1,-0.053963757751500176,-0.04623373938738119,-0.039031651220284076
7392338,0,-0.051252915113540326,-0.04599848414688237,-0.039031651220284076
13447871,0,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
6731130,1,-0.05273590549783599,-0.04599848414688237,-0.039031651220284076
10925263,0,-0.045161492244712796,-0.04270491077989985,-0.03872948652133316
3050392,0,-0.041254689619417736,-0.03712797772572352,-0.03368937934283134
12806324,0,-0.04575149917179824,-0.0426495566056649,-0.03888661216478762
4071942,0,-0.033457030501992044,-0.03423572212194479,-0.03263784619048201
4232782,0,-0.053006989761632005,-0.04592929142908862,-0.039031651220284076
7981833,1,-0.053549158289223936,-0.04623373938738119,-0.039031651220284076
4642037,0,-0.03902223097639197,-0.03910688945462477,-0.03602209081873267
14644724,1,-0.05222562923657293,-0.04554181220944363,-0.03889869875274562
9894426,0,-0.053373750824414735,-0.046095353951793594,-0.039031651220284076
2929580,0,-0.052161844703915085,-0.04597080705976489,-0.039031651220284076
2135827,0,-0.04900451033735002,-0.04515433298979863,-0.038947045104577846
13426116,1,-0.041812804280174205,-0.043286129609367396,-0.038947045104577846
9340481,0,-0.043534986661936906,-0.04321693689157365,-0.03874157310929116
5970293,1,-0.029629958542519253,-0.034899972212764765,-0.03476508567109677
2465109,1,-0.05345348149023712,-0.04615070812602865,-0.039031651220284076
5456689,1,-0.05273590549783599,-0.045721713275707385,-0.039031651220284076
8296516,1,-0.05152399937733624,-0.04617838521314613,-0.039031651220284076
12256664,1,-0.043008764267509415,-0.04274642641057612,-0.03893495851661974
7376137,1,-0.028003452959743366,-0.025379054244344626,-0.02544632635544943
7989795,0,-0.051045615382402154,-0.04451775998609613,-0.037665866781025834
13523824,1,-0.05256049803302679,-0.046109192495352384,-0.039031651220284076
10442576,0,-0.02419232713343512,-0.03373753455382978,-0.03524854918941826
9563328,0,-0.04268984160421999,-0.04129337933690736,-0.03772629972081595
13046999,1,-0.04514554611154836,-0.044393213094067324,-0.03899539145640996
12692760,1,-0.05219373697024406,-0.04587393725485367,-0.039031651220284076
11330914,1,-0.0533578046912503,-0.04602616123399984,-0.03899539145640996
9503284,0,-0.052879420696316216,-0.045707874732148594,-0.03891078534070373
13973700,1,-0.047106920490778116,-0.04454543707321361,-0.038862438988871505
7415180,1,-0.03948466883816162,-0.042787942041252386,-0.038862438988871505
4310636,0,-0.05316645109327667,-0.04603999977755864,-0.039007478044367966
12355516,1,-0.04327984853130543,-0.04335532232716115,-0.038947045104577846
2729354,0,-0.041095228287773074,-0.040352358374912294,-0.03599791764281656
6235657,0,-0.021497430628639593,-0.030125674684996013,-0.035732012707739756
8045779,0,-0.05394781161833574,-0.04623373938738119,-0.039031651220284076
10271957,1,-0.05364483508821075,-0.04598464560332369,-0.03888661216478762
3548649,1,-0.02830642948986825,-0.038747087322097355,-0.038451494998298245
7911110,1,-0.04433229332016042,-0.04169469710011104,-0.038197676651179444
10915080,0,-0.054075380683651426,-0.04623373938738119,-0.039031651220284076
13260705,1,-0.050838315651264086,-0.046109192495352384,-0.039031651220284076
2565693,0,-0.04828693434494889,-0.04400573387442233,-0.038221849827095554
14112887,0,-0.04768098128469901,-0.04400573387442233,-0.038922871928661736
12887480,0,-0.04866964154089616,-0.045500296578767356,-0.03889869875274562
14460416,1,-0.05401159615099359,-0.04623373938738119,-0.039031651220284076
11744857,0,-0.014066532573996735,-0.019760605559492026,-0.022569718421436482
6996969,0,-0.04386985545839077,-0.04230359301669606,-0.03846358158625635
2399041,0,-0.047378004754574134,-0.04414411931000982,-0.03841523523442413
6345617,0,-0.048892887405198766,-0.04346603067563116,-0.038088897359557096
7644395,1,-0.051332645779362605,-0.04419947348424488,-0.038088897359557096
5114367,1,-0.05409132681681597,-0.04623373938738119,-0.039031651220284076
12114971,1,-0.054075380683651426,-0.04623373938738119,-0.039031651220284076
9344317,1,-0.04662853649584403,-0.04523736425115117,-0.039007478044367966
3836013,0,-0.05254455189986235,-0.0453203955125036,-0.03889869875274562
5685976,1,-0.03883087737841834,-0.03629766511219858,-0.03354434028733488
